,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1486,1,0,0,0,0.014084507042253521,1,0,0,1,0,1,0,0,1,0.36616915422885565,0.009687283637202861,1,0,0,1,0,0,0,1,0,0
3353,0,0,1,0,0.15492957746478872,1,0,0,1,0,0,0,1,1,0.6646766169154228,0.1132010154627279,0,1,0,1,0,0,0,1,0,0
6062,1,1,0,0,0.7323943661971831,1,0,0,1,0,0,0,0,1,0.5527363184079601,0.4598488345257327,0,1,0,1,0,0,0,1,0,0
5016,1,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.010298869143780292,0,0,1,1,0,0,0,1,0,0
2533,0,0,1,1,0.9295774647887325,0,0,1,0,0,0,1,1,0,0.3248756218905472,0.3765116547426725,1,0,0,0,0,1,0,1,0,0
47,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,1,0,1,0.6208955223880598,0.014464574198015234,0,1,0,1,0,0,0,0,1,0
1507,0,0,0,0,0.7464788732394366,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.11422801753981077,0,0,1,0,0,1,0,1,0,0
6974,1,0,1,0,0.7042253521126761,1,1,0,0,1,0,1,1,1,0.8019900497512437,0.5687456727440573,0,1,0,0,1,0,0,0,1,0
4693,0,0,0,1,0.7183098591549296,1,1,0,0,0,0,0,0,0,0.07313432835820893,0.15182321717055158,0,0,1,0,0,1,0,1,0,0
1388,1,0,1,1,0.15492957746478872,1,0,0,0,1,0,1,0,1,0.39900497512437816,0.08328525271174705,1,0,0,1,0,0,0,1,0,0
3172,0,0,0,1,0.33802816901408456,1,0,0,1,0,0,1,1,1,0.772636815920398,0.2804004154165705,0,1,0,1,0,0,0,0,1,0
5199,1,0,0,0,0.7042253521126761,1,1,0,1,1,1,1,1,1,0.9278606965174129,0.655948534502654,0,1,0,0,1,0,0,0,1,0
4199,0,0,1,0,0.7605633802816901,1,1,0,0,1,1,1,1,1,0.854726368159204,0.6605411954765752,0,1,0,0,1,0,0,0,1,0
6808,0,0,0,0,0.5352112676056339,1,0,1,0,1,0,1,1,1,0.817910447761194,0.43652204015693513,0,1,0,0,0,1,0,0,1,0
2054,1,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,0,1,0.30995024875621885,0.010125778906069697,1,0,0,1,0,0,0,0,1,0
1392,0,0,1,1,0.4507042253521127,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.0694380336948996,0,0,1,0,1,0,0,1,0,0
2203,0,0,1,1,1.0,1,1,1,1,1,1,0,1,1,0.8621890547263681,0.8676090468497577,0,1,0,0,1,0,0,1,0,0
3441,1,0,1,1,0.46478873239436624,1,0,1,1,1,0,0,0,1,0.4233830845771144,0.23346988229863835,1,0,0,0,1,0,0,0,0,1
556,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.00012693284098776788,0,0,1,1,0,0,1,0,0,0
2663,1,0,1,0,0.8169014084507042,1,1,1,1,1,0,1,1,1,0.9044776119402985,0.7545522732517886,0,1,0,0,1,0,0,1,0,0
7006,0,0,0,0,0.5492957746478874,1,1,0,1,1,0,1,1,1,0.8582089552238806,0.46365681975536577,0,1,0,1,0,0,0,1,0,0
1069,0,1,0,0,0.26760563380281693,1,0,1,0,0,1,0,0,0,0.35572139303482586,0.1196745903531041,1,0,0,0,1,0,0,0,0,1
6178,1,1,1,0,0.7464788732394366,1,0,0,0,0,0,0,0,1,0.006965174129353213,0.11681283175628894,0,0,1,0,0,1,0,0,0,1
6945,0,0,1,1,0.971830985915493,1,1,0,1,0,0,1,1,0,0.7965174129353233,0.7893722594045696,0,1,0,0,0,1,1,0,0,0
1355,1,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,1,0.01243781094527363,0.018468728363720287,0,0,1,1,0,0,0,0,1,0
3792,1,1,0,0,0.35211267605633806,1,0,0,0,0,0,1,1,1,0.7263681592039801,0.26921301638587586,0,1,0,1,0,0,0,0,1,0
2741,0,1,0,0,0.056338028169014086,1,0,0,0,0,0,1,1,1,0.708955223880597,0.05295407339026079,0,1,0,1,0,0,0,0,1,0
6618,0,0,0,0,0.35211267605633806,1,1,1,1,0,0,0,0,1,0.6805970149253732,0.2527059773828756,0,1,0,1,0,0,0,1,0,0
1048,0,0,0,0,0.3943661971830986,1,0,0,0,0,0,0,0,1,0.015422885572139305,0.06385875836602817,0,0,1,0,1,0,0,0,0,1
3170,0,0,0,0,0.3802816901408451,1,1,0,1,0,0,1,1,0,0.8154228855721393,0.30806023540272326,0,1,0,0,1,0,0,0,1,0
1676,1,0,0,0,0.04225352112676056,1,1,1,0,0,0,0,0,1,0.6159203980099502,0.034739210708516044,0,1,0,1,0,0,0,0,1,0
1300,0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9189054726368159,0.9166166628202169,0,1,0,0,0,1,0,1,0,0
6838,0,0,0,0,0.16901408450704225,1,1,0,0,0,1,1,1,1,0.8034825870646766,0.14803831063927997,0,1,0,1,0,0,0,0,0,1
4237,0,0,0,0,0.056338028169014086,1,0,0,0,1,0,1,1,1,0.5154228855721392,0.03780290791599354,1,0,0,1,0,0,0,0,1,0
2770,0,0,1,1,0.22535211267605634,1,1,0,0,0,0,1,1,1,0.7393034825870646,0.17266328179090698,0,1,0,1,0,0,0,0,1,0
1450,0,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.010945273631840807,0.015439649203784905,0,0,1,1,0,0,0,0,0,1
6002,0,0,1,0,0.07042253521126761,1,1,0,0,0,0,1,0,1,0.6427860696517412,0.05094045695822756,0,1,0,1,0,0,0,0,1,0
1129,0,1,0,0,0.647887323943662,1,1,0,0,0,0,1,0,1,0.6746268656716418,0.4438956842834064,0,1,0,1,0,0,0,1,0,0
5880,0,0,0,0,0.02816901408450704,0,0,0,1,0,0,0,0,1,0.1129353233830846,0.006998615278098316,1,0,0,1,0,0,0,0,1,0
528,0,0,1,1,0.47887323943661975,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.07710016155088854,0,0,1,0,0,1,0,0,0,1
889,1,0,1,1,0.8732394366197184,1,1,1,1,1,0,1,0,1,0.8189054726368158,0.7150415416570506,0,1,0,1,0,0,0,0,1,0
2521,0,1,1,0,0.49295774647887325,1,1,0,0,0,0,0,1,1,0.6666666666666666,0.35932956381260095,0,1,0,1,0,0,0,1,0,0
601,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.003334871913224094,0,0,1,0,1,0,0,0,0,1
6351,0,0,1,1,0.6901408450704226,1,1,0,1,0,1,1,1,0,0.8502487562189055,0.5829967689822294,0,1,0,1,0,0,0,0,1,0
6446,0,1,1,1,0.8028169014084507,1,1,1,1,0,1,0,0,1,0.7124378109452736,0.5893087929840757,0,1,0,0,1,0,1,0,0,0
3052,0,0,1,0,0.5070422535211268,1,1,1,0,0,0,0,0,1,0.36616915422885565,0.23216593584121856,1,0,0,1,0,0,0,0,0,1
6880,1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06915422885572137,0.20407915993537964,0,0,1,0,0,1,1,0,0,0
2340,1,0,1,1,0.6619718309859155,0,0,1,0,1,0,0,1,0,0.26616915422885573,0.2512693284098777,1,0,0,0,1,0,0,1,0,0
299,1,0,0,1,0.0,1,0,1,0,0,0,0,0,1,0.5507462686567164,0.006323563351027001,0,1,0,1,0,0,0,0,0,1
3716,1,0,1,0,0.14084507042253522,1,1,0,1,0,0,1,1,1,0.8333333333333334,0.1299965381952458,0,1,0,1,0,0,0,0,1,0
2563,0,1,0,0,0.33802816901408456,1,1,0,1,1,0,1,1,0,0.872636815920398,0.30422917147472883,0,1,0,1,0,0,0,0,0,1
4032,0,1,1,1,0.943661971830986,1,1,0,1,1,0,0,0,1,0.6606965174129353,0.6536810523886454,0,1,0,1,0,0,0,0,1,0
1489,1,0,1,1,0.3098591549295775,1,0,1,1,0,1,0,0,1,0.39303482587064675,0.14586314331871683,1,0,0,0,1,0,0,0,0,1
686,0,0,0,0,0.7042253521126761,1,1,0,0,0,0,0,0,1,0.06318407960199005,0.14396492037849068,0,0,1,0,1,0,1,0,0,0
4673,1,1,0,0,0.33802816901408456,1,1,1,1,0,0,1,1,1,0.8412935323383085,0.30480036925917375,0,1,0,1,0,0,0,0,0,1
2978,0,0,0,0,0.323943661971831,1,0,0,1,1,1,0,0,1,0.6736318407960199,0.2409819986152781,0,1,0,1,0,0,0,0,1,0
149,0,0,1,1,0.19718309859154928,1,0,0,1,1,1,0,1,1,0.5099502487562189,0.12146318947611356,1,0,0,1,0,0,0,0,0,1
587,0,0,1,1,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.007650588506808216,0,0,1,0,1,0,0,0,0,1
0,1,0,1,0,0.0,0,0,0,1,0,0,0,0,1,0.11542288557213931,0.001275098084468036,1,0,0,1,0,0,0,0,1,0
6661,1,0,1,1,1.0,0,0,0,1,0,1,1,1,0,0.3522388059701492,0.43447957535195014,1,0,0,0,0,1,0,1,0,0
5028,1,0,0,0,1.0,1,0,1,1,1,1,1,1,1,0.9119402985074626,0.87761366258943,0,1,0,0,0,1,0,0,1,0
1522,1,0,0,0,0.3943661971830986,1,0,1,1,1,0,0,1,1,0.5034825870646765,0.2252134779598431,1,0,0,1,0,0,1,0,0,0
2366,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5164179104477612,0.005925455804292638,0,1,0,1,0,0,0,0,1,0
981,0,0,1,1,0.5492957746478874,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.09117816755135011,0,0,1,0,0,1,0,0,0,1
4106,1,1,1,0,0.323943661971831,1,1,0,0,0,0,1,1,1,0.7492537313432835,0.25908723747980617,0,1,0,1,0,0,0,0,1,0
5186,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0.1810945273631841,0.0020366951303946463,1,0,0,1,0,0,0,0,1,0
1543,1,0,1,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.5144278606965175,0.03592776367412878,0,1,0,1,0,0,0,0,1,0
3605,0,0,0,0,0.46478873239436624,1,0,0,1,0,0,0,0,1,0.3139303482587064,0.1979459958458343,1,0,0,1,0,0,0,0,1,0
6881,1,0,1,1,0.4366197183098592,0,0,1,1,0,0,0,0,1,0.16815920398009948,0.11911493191783984,1,0,0,1,0,0,0,0,1,0
2040,0,0,1,0,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.7194029850746269,0.7368105238864529,1,0,0,0,0,1,1,0,0,0
3368,1,0,0,0,0.6338028169014085,1,1,0,1,1,0,0,1,1,0.755223880597015,0.5065370413108701,0,1,0,0,1,0,0,0,1,0
6397,0,1,0,0,0.7464788732394366,1,0,0,0,1,1,0,1,0,0.46766169154228854,0.405163858758366,1,0,0,0,1,0,1,0,0,0
458,0,0,1,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.002215555042695592,0,0,1,1,0,0,0,0,0,1
3923,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6228855721393034,0.0071601661666282025,0,1,0,1,0,0,0,0,0,1
1743,0,0,1,0,0.9295774647887325,1,1,0,0,0,0,0,0,0,0.06567164179104479,0.18055619663051006,0,0,1,0,0,1,0,1,0,0
2514,1,1,0,0,0.33802816901408456,1,1,0,1,0,0,0,1,1,0.7109452736318408,0.2502596353565659,0,1,0,1,0,0,0,0,1,0
1973,0,0,1,1,1.0,1,0,1,0,1,1,1,1,1,0.6223880597014925,0.6588679898453728,1,0,0,0,0,1,0,0,1,0
4349,0,1,1,0,0.0,1,1,1,0,0,0,0,0,1,0.617412935323383,0.007096699746134318,0,1,0,1,0,0,0,0,1,0
5076,1,0,1,1,0.4507042253521127,1,0,0,0,1,0,1,1,1,0.7517412935323382,0.3583775675051927,0,1,0,0,1,0,0,0,1,0
4382,1,1,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,0,0.3034825870646766,0.01858412185552735,1,0,0,1,0,0,0,0,0,1
1345,1,0,1,0,0.7887323943661972,1,1,0,0,1,0,1,1,1,0.8208955223880597,0.6884606508192938,0,1,0,0,1,0,0,1,0,0
6365,0,1,1,0,0.08450704225352114,1,1,0,0,1,0,1,1,1,0.8328358208955223,0.0787041310870067,0,1,0,1,0,0,0,0,1,0
45,1,0,0,0,0.676056338028169,1,1,0,0,0,0,0,1,1,0.6592039800995024,0.44863835679667663,0,1,0,1,0,0,0,0,1,0
6712,0,0,1,1,0.3802816901408451,1,0,0,0,1,0,1,0,0,0.6686567164179105,0.2620701592430187,0,1,0,1,0,0,0,0,1,0
2710,1,0,1,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.05354258019847681,0,0,1,0,1,0,0,1,0,0
5036,1,1,1,0,0.2112676056338028,1,1,0,0,0,0,0,1,1,0.6676616915422885,0.15651396261250866,0,1,0,1,0,0,0,1,0,0
425,1,1,1,0,0.7605633802816901,1,1,0,0,0,0,0,0,0,0.3323383084577114,0.3253807985229633,1,0,0,1,0,0,1,0,0,0
227,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,0.36766169154228856,0.0042003231017770605,1,0,0,1,0,0,0,0,0,1
5272,1,0,0,0,0.07042253521126761,1,1,0,1,0,0,1,0,1,0.7149253731343282,0.057985229633048696,0,1,0,1,0,0,0,0,1,0
5013,0,1,0,0,0.3098591549295775,0,0,0,0,0,0,0,1,1,0.16318407960199,0.0865047311331641,1,0,0,1,0,0,1,0,0,0
3625,1,0,1,0,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.15702746365105008,0,0,1,0,0,1,0,1,0,0
497,1,0,1,0,0.971830985915493,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.15911031617816757,0,0,1,0,0,1,1,0,0,0
2988,0,0,1,0,1.0,1,1,1,1,1,0,1,1,1,0.9094527363184081,0.9071601661666282,0,1,0,0,0,1,0,0,1,0
195,1,0,1,0,0.26760563380281693,1,0,1,1,0,1,1,0,1,0.7791044776119402,0.21726863604892685,0,1,0,1,0,0,0,0,1,0
1425,0,0,1,0,0.15492957746478872,1,0,0,0,1,1,1,1,1,0.5562189054726369,0.08338333717978307,1,0,0,1,0,0,0,0,1,0
2748,0,0,0,0,0.04225352112676056,0,0,0,0,0,0,1,1,1,0.2616915422885572,0.017943687975998154,1,0,0,1,0,0,0,0,1,0
1102,0,0,1,1,0.02816901408450704,1,0,0,1,1,0,0,0,1,0.3771144278606965,0.017234018001384722,1,0,0,1,0,0,0,0,0,1
5082,0,0,1,1,0.28169014084507044,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.038229863835679674,0,0,1,0,1,0,0,0,0,1
3220,0,0,1,0,0.971830985915493,1,1,1,0,1,1,0,1,0,0.5875621890547263,0.6322870990076159,1,0,0,0,0,1,0,1,0,0
5660,1,0,0,1,0.6056338028169015,1,1,0,1,0,0,1,1,1,0.590049751243781,0.3983729517655204,1,0,0,0,1,0,0,0,0,1
2283,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5303482587064676,0.006087006692822525,0,1,0,1,0,0,0,0,0,1
3159,0,1,0,0,0.02816901408450704,1,1,0,0,0,0,1,1,1,0.7621890547263681,0.03657396722824833,0,1,0,1,0,0,0,0,1,0
152,1,0,1,1,0.971830985915493,1,1,1,1,1,0,1,1,1,0.8945273631840797,0.9129644588045235,0,1,0,0,1,0,0,1,0,0
963,1,1,0,0,0.7746478873239437,1,1,1,0,1,1,0,1,0,0.5472636815920398,0.4656588968382183,1,0,0,0,0,1,1,0,0,0
391,0,1,1,0,0.36619718309859156,1,1,0,1,1,1,1,1,1,0.6621890547263681,0.2643376413570275,1,0,0,1,0,0,1,0,0,0
570,1,0,1,1,0.8309859154929577,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.1251384721901685,0,0,1,0,0,1,0,1,0,0
682,0,0,0,0,0.02816901408450704,1,0,1,0,0,1,1,0,1,0.4592039800995025,0.02040733902607893,1,0,0,1,0,0,0,1,0,0
5897,0,0,1,1,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.056218905472636804,0.18550657742903304,0,0,1,0,0,1,0,1,0,0
379,0,0,0,0,0.22535211267605634,1,1,0,0,1,1,0,0,0,0.681592039800995,0.16056427417493654,0,1,0,0,1,0,0,0,1,0
1087,0,0,0,0,0.4366197183098592,1,1,1,0,0,1,0,0,0,0.690547263681592,0.3170551580890838,0,1,0,1,0,0,1,0,0,0
6,0,0,0,1,0.295774647887324,1,1,0,1,0,0,1,0,1,0.7049751243781094,0.22277867528271408,0,1,0,1,0,0,0,1,0,0
5393,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5208955223880596,0.005977382875605816,0,1,0,1,0,0,0,0,1,0
4815,0,0,0,0,0.5211267605633804,1,0,0,0,0,0,0,0,1,0.5194029850746269,0.2975767366720517,0,1,0,0,1,0,1,0,0,0
3472,1,1,0,0,0.7746478873239437,1,1,0,1,1,0,1,1,0,0.8606965174129354,0.6718843757212094,0,1,0,1,0,0,0,0,1,0
4933,1,0,0,1,0.04225352112676056,0,0,1,1,1,0,1,1,1,0.3875621890547264,0.023649896145857375,1,0,0,1,0,0,0,0,0,1
2782,0,0,1,1,0.5211267605633804,1,1,1,0,1,1,1,1,1,0.6681592039800995,0.3782829448419109,1,0,0,0,0,1,1,0,0,0
2958,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.012935323383084563,8.654511885529664e-05,0,0,1,1,0,0,0,1,0,0
1319,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.011940298507462671,7.500576967459007e-05,0,0,1,1,0,0,0,0,0,1
4869,0,0,0,0,0.2112676056338028,1,1,0,1,0,0,0,0,1,0.6199004975124378,0.1419455342718671,0,1,0,1,0,0,0,0,0,1
3640,0,1,1,0,0.3943661971830986,1,1,0,1,1,0,0,1,1,0.772636815920398,0.314608816062774,0,1,0,1,0,0,0,0,1,0
6942,0,1,0,0,0.943661971830986,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.15891991691668592,0,0,1,0,0,1,0,1,0,0
5434,0,0,0,1,0.4507042253521127,1,1,1,0,1,0,0,1,1,0.7666666666666666,0.3757615970459266,0,1,0,1,0,0,1,0,0,0
4796,1,0,1,0,0.7605633802816901,1,0,1,0,0,0,1,1,1,0.7611940298507462,0.6066582044772675,0,1,0,0,1,0,0,0,1,0
6302,1,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,0,0.5701492537313433,0.04556312024001846,0,1,0,1,0,0,0,0,1,0
1336,1,0,1,0,0.19718309859154928,1,0,0,1,0,0,0,0,0,0.5681592039800994,0.1264424186475883,0,1,0,1,0,0,1,0,0,0
6715,1,0,0,0,0.14084507042253522,1,1,0,0,1,0,1,0,1,0.7059701492537314,0.11210477729056081,0,1,0,1,0,0,0,0,1,0
5401,0,0,0,0,0.4225352112676057,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.07151511654742672,0,0,1,0,0,1,0,0,0,1
3223,0,0,1,0,0.02816901408450704,0,0,0,1,0,0,0,0,0,0.11492537313432838,0.008723747980613893,1,0,0,1,0,0,0,1,0,0
1783,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.5313432835820896,0.0060985460420032315,0,1,0,1,0,0,0,0,1,0
4042,0,0,0,0,0.056338028169014086,1,0,0,1,0,0,0,0,1,0.3293532338308458,0.02809831525501962,1,0,0,1,0,0,0,0,1,0
6508,1,0,1,1,0.5774647887323944,1,1,0,0,0,0,1,1,1,0.7557213930348259,0.48090237710593126,0,1,0,1,0,0,0,0,1,0
4053,0,1,0,0,0.14084507042253522,1,1,1,1,0,0,0,0,0,0.417910447761194,0.07433071774751905,1,0,0,1,0,0,1,0,0,0
111,1,0,0,0,0.7183098591549296,1,0,1,0,1,1,0,0,0,0.3950248756218906,0.34888645280406183,1,0,0,0,1,0,0,1,0,0
3023,0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.7109452736318408,0.7293445649665359,1,0,0,0,0,1,0,1,0,0
5260,1,0,0,0,0.4507042253521127,1,1,1,0,0,0,0,1,1,0.7203980099502488,0.34281098546042,0,1,0,1,0,0,0,0,1,0
6236,0,1,1,0,0.4507042253521127,1,1,0,1,0,0,1,1,1,0.8194029850746268,0.375196168936072,0,1,0,1,0,0,1,0,0,0
5346,0,0,0,0,0.9154929577464789,1,1,1,1,1,0,0,1,1,0.5606965174129352,0.5515347334410339,1,0,0,0,0,1,0,1,0,0
6085,1,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.32238805970149254,0.015289637664435727,1,0,0,1,0,0,0,0,0,1
530,1,0,1,1,0.323943661971831,1,0,0,0,0,0,0,0,1,0.028358208955223896,0.05444841910916225,0,0,1,0,0,1,0,1,0,0
6837,0,1,0,0,0.07042253521126761,1,0,0,0,0,0,1,0,1,0.6114427860696517,0.055250403877221334,0,1,0,1,0,0,0,0,1,0
1853,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2676616915422885,0.0030406185091160854,1,0,0,1,0,0,0,0,1,0
5718,0,0,0,0,0.07042253521126761,1,0,0,0,0,0,1,0,1,0.6194029850746269,0.05126355873528734,0,1,0,1,0,0,0,1,0,0
7028,1,0,1,0,0.943661971830986,1,0,0,1,0,1,1,0,0,0.45621890547263677,0.49705169628432955,1,0,0,0,0,1,1,0,0,0
2107,0,0,1,0,0.4507042253521127,1,1,0,1,1,0,0,1,1,0.7472636815920397,0.3546272790214632,0,1,0,1,0,0,0,0,1,0
481,1,0,1,0,0.6619718309859155,0,0,1,0,1,0,0,1,1,0.2691542288557213,0.24534964228017542,1,0,0,1,0,0,1,0,0,0
616,0,0,0,0,0.09859154929577466,0,0,0,0,0,0,0,0,1,0.06965174129353235,0.0193284098776829,1,0,0,1,0,0,0,1,0,0
5505,1,0,1,1,0.15492957746478872,0,0,0,0,0,1,0,0,0,0.11940298507462688,0.04039349180706209,1,0,0,0,1,0,0,1,0,0
3795,0,0,0,0,0.15492957746478872,1,0,0,0,0,0,1,0,1,0.6288557213930348,0.10306946688206786,0,1,0,1,0,0,0,0,1,0
5390,0,1,0,0,0.15492957746478872,1,1,0,0,1,0,1,1,1,0.8079601990049752,0.1363201015462728,0,1,0,1,0,0,0,0,1,0
1803,1,0,0,0,0.49295774647887325,0,0,1,1,1,1,0,1,1,0.34676616915422886,0.21722247865220404,1,0,0,0,0,1,0,0,0,1
1358,0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.5164179104477612,0.0827025155781214,0,1,0,1,0,0,0,0,0,1
794,1,0,0,0,0.07042253521126761,0,0,0,0,0,0,1,1,0,0.26616915422885573,0.03229863835679668,1,0,0,1,0,0,0,1,0,0
2396,1,1,1,0,0.5211267605633804,1,1,1,1,0,0,0,1,0,0.763681592039801,0.41223747980613895,0,1,0,0,1,0,0,1,0,0
2065,1,0,0,0,0.46478873239436624,1,1,0,0,0,0,1,0,0,0.6676616915422885,0.33207939072236325,0,1,0,1,0,0,0,0,1,0
3262,1,0,1,1,0.46478873239436624,1,1,0,0,1,0,1,0,0,0.6885572139303483,0.3294888068312947,0,1,0,1,0,0,0,0,1,0
1108,1,0,0,0,0.9577464788732395,1,1,0,0,0,0,0,0,0,0.06318407960199005,0.19146665128086776,0,0,1,0,0,1,0,1,0,0
3892,1,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.03710477729056082,0,0,1,1,0,0,0,1,0,0
902,0,0,0,0,0.22535211267605634,1,0,1,0,0,0,1,1,0,0.7522388059701491,0.18542003231017773,0,1,0,1,0,0,0,0,1,0
1504,1,0,0,0,0.23943661971830985,1,0,0,0,0,0,0,0,1,0.5258706467661691,0.14181283175628895,0,1,0,1,0,0,0,0,1,0
3090,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.35074626865671643,0.004004154165705054,1,0,0,1,0,0,0,0,0,1
11,0,0,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.006965174129353213,0.035541195476575124,0,0,1,0,0,1,0,1,0,0
3618,0,0,1,1,0.647887323943662,1,1,0,1,0,0,0,0,0,0.35820895522388063,0.2907223632587122,1,0,0,1,0,0,0,0,1,0
6789,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,0,0,0,1
5612,1,0,0,0,0.619718309859155,1,0,1,1,0,1,0,0,1,0.44079601990049744,0.32052273251788593,1,0,0,0,1,0,0,1,0,0
1449,1,1,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.01243781094527363,0.010154627279021462,0,0,1,1,0,0,1,0,0,0
2606,1,0,0,0,0.4225352112676057,1,1,1,1,0,0,1,1,0,0.8567164179104477,0.3677359796907454,0,1,0,1,0,0,0,0,1,0
5909,1,0,0,0,0.7183098591549296,1,1,0,1,0,0,0,0,1,0.6164179104477612,0.4937456727440573,0,1,0,0,1,0,0,0,0,1
4230,0,0,0,0,0.14084507042253522,1,0,1,0,0,0,0,0,1,0.5497512437810945,0.08919339949226865,0,1,0,1,0,0,0,0,1,0
1246,1,0,1,1,0.619718309859155,1,1,1,1,0,0,1,1,1,0.8646766169154229,0.5437456727440572,0,1,0,1,0,0,0,0,1,0
3339,1,0,1,1,0.943661971830986,1,1,1,1,1,1,1,1,0,0.6940298507462687,0.708873759519963,1,0,0,0,0,1,0,1,0,0
1229,0,0,1,0,0.8450704225352113,1,1,1,0,1,1,0,1,0,0.5681592039800994,0.5435610431571659,1,0,0,0,0,1,0,1,0,0
304,0,0,0,1,0.5211267605633804,1,1,0,1,0,0,0,0,1,0.6328358208955223,0.36036233556427416,0,1,0,1,0,0,0,0,0,1
2431,0,1,0,0,0.014084507042253521,0,0,0,0,0,0,0,0,1,0.061691542288557194,0.003311793214862682,1,0,0,1,0,0,0,0,0,1
6969,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.00019616893607200554,0,0,1,1,0,0,0,0,0,1
153,0,0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.6751243781094527,0.5996365105008078,1,0,0,0,0,1,0,0,1,0
4956,1,1,0,0,0.09859154929577466,1,0,0,0,1,0,1,1,1,0.7582089552238807,0.08356219709208401,0,1,0,1,0,0,0,1,0,0
3175,0,1,1,0,0.22535211267605634,1,0,0,0,0,0,0,1,0,0.6293532338308457,0.15121163166397417,0,1,0,1,0,0,1,0,0,0
286,1,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.25970149253731345,0.10481767828294485,1,0,0,1,0,0,0,0,1,0
2525,0,0,1,1,1.0,1,1,1,1,0,1,0,1,1,0.7910447761194029,0.8046157396722825,0,1,0,0,0,1,0,1,0,0
5638,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.00013270251557812116,0,0,1,1,0,0,0,0,1,0
6944,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.008457711442786064,0.003952227094391876,0,0,1,1,0,0,0,0,0,1
3530,1,0,0,0,0.22535211267605634,1,1,0,0,1,1,1,0,1,0.5049751243781094,0.12568659127625204,1,0,0,1,0,0,0,0,0,1
6217,0,0,1,1,0.8591549295774649,1,0,1,1,0,0,0,0,1,0.6288557213930348,0.5728421417032079,0,1,0,0,1,0,0,1,0,0
